District,City,year,pm25,pm10,so2,o3,no2,co,AVG
경기도,구리,2016,33.0,59.25,0.004,0.026,0.027,0.425,82.89
경기도,구리,2017,29.583,58.167,0.004,0.027,0.027,0.408,83.63
경기도,구리,2018,23.667,42.667,0.003,0.024,0.025,0.392,84.02
경기도,구리,2019,25.333,44.833,0.003,0.026,0.024,0.4,84.4
경기도,구리,2020,20.417,37.333,0.003,0.027,0.019,0.392,85.01
경기도,군포,2017,25.6,51.083,0.005,0.028,0.029,0.425,85.15
경기도,군포,2018,26.167,45.667,0.004,0.023,0.03,0.458,85.36
경기도,군포,2019,24.667,49.833,0.004,0.028,0.026,0.475,85.57
경기도,군포,2020,20.917,37.25,0.004,0.029,0.023,0.425,85.73
경기도,김포,2015,27.25,56.167,0.005,0.027,0.023,0.517,83.26
경기도,김포,2016,32.917,60.583,0.004,0.028,0.022,0.483,83.82
경기도,김포,2017,27.25,63.25,0.004,0.031,0.02,0.425,84.23
경기도,김포,2018,23.833,42.833,0.004,0.027,0.019,0.333,84.45
경기도,김포,2019,26.0,46.667,0.004,0.031,0.016,0.392,84.77
경기도,김포,2020,22.583,40.583,0.003,0.031,0.014,0.417,84.93
경기도,남양주,2017,23.667,43.75,0.003,0.026,0.022,0.467,83.31
경기도,남양주,2018,23.833,41.083,0.003,0.026,0.021,0.442,83.69
경기도,남양주,2019,24.667,43.25,0.003,0.026,0.022,0.492,83.97
경기도,남양주,2020,19.75,36.083,0.003,0.026,0.02,0.417,84.32
경기도,동두천,2017,31.2,55.0,0.005,0.03,0.019,0.517,81.27
경기도,동두천,2018,24.167,42.917,0.004,0.031,0.016,0.408,81.41
경기도,동두천,2019,25.333,43.167,0.004,0.03,0.016,0.408,81.54
경기도,동두천,2020,19.0,34.25,0.004,0.027,0.014,0.408,81.91
경기도,부천,2015,32.091,50.75,0.006,0.024,0.029,0.542,81.83
경기도,부천,2016,26.083,58.0,0.006,0.024,0.029,0.492,82.99
경기도,부천,2017,23.25,48.917,0.006,0.026,0.029,0.483,83.41
경기도,부천,2018,27.333,48.667,0.004,0.022,0.027,0.5,83.52
경기도,부천,2019,31.583,55.0,0.005,0.025,0.028,0.533,83.75
경기도,부천,2020,25.167,45.167,0.004,0.026,0.026,0.483,83.95
경기도,성남,2015,20.417,50.667,0.005,0.021,0.036,0.6,83.7
경기도,성남,2016,23.833,46.167,0.004,0.022,0.035,0.6,83.35
경기도,성남,2017,26.083,45.25,0.004,0.026,0.032,0.567,83.6
경기도,성남,2018,24.0,42.333,0.004,0.023,0.031,0.517,83.89
경기도,성남,2019,23.083,42.75,0.003,0.024,0.03,0.575,84.29
경기도,성남,2020,19.75,37.0,0.002,0.025,0.025,0.542,84.61
경기도,수원,2015,25.0,48.333,0.005,0.023,0.034,0.625,82.51
경기도,수원,2016,25.917,52.5,0.004,0.023,0.032,0.633,83.03
경기도,수원,2017,25.75,47.833,0.004,0.027,0.032,0.592,83.4
경기도,수원,2018,23.667,41.0,0.003,0.023,0.03,0.583,83.76
경기도,수원,2019,25.25,43.167,0.003,0.025,0.029,0.6,84.04
경기도,수원,2020,20.583,38.167,0.003,0.026,0.025,0.542,84.27
경기도,시흥,2017,26.7,52.083,0.007,0.029,0.032,0.583,82.46
경기도,시흥,2018,28.417,48.833,0.005,0.024,0.03,0.558,82.78
경기도,시흥,2019,30.417,53.5,0.004,0.027,0.029,0.542,83.35
경기도,시흥,2020,23.5,41.167,0.004,0.028,0.024,0.492,83.64
경기도,안산,2015,25.667,51.917,0.005,0.026,0.031,0.525,82.09
경기도,안산,2016,28.667,51.917,0.005,0.025,0.03,0.492,82.47
경기도,안산,2017,26.667,47.917,0.005,0.028,0.027,0.483,82.66
경기도,안산,2018,24.0,41.667,0.005,0.025,0.026,0.467,82.88
경기도,안산,2019,23.583,44.5,0.004,0.027,0.026,0.508,83.15
경기도,안산,2020,18.75,37.167,0.003,0.027,0.023,0.433,83.54
경기도,안성,2016,41.0,50.5,0.004,0.025,0.014,0.383,82.2
경기도,안성,2017,26.167,55.417,0.004,0.027,0.018,0.375,82.36
경기도,안성,2018,29.5,48.583,0.003,0.026,0.016,0.392,82.76
경기도,안성,2019,28.0,47.083,0.003,0.032,0.018,0.508,83.09
경기도,안성,2020,24.083,40.083,0.002,0.03,0.015,0.425,83.29
경기도,안양,2016,26.667,50.417,0.004,0.024,0.03,0.5,83.98
경기도,안양,2017,23.75,49.333,0.004,0.026,0.03,0.525,84.18
경기도,안양,2018,26.833,46.917,0.004,0.022,0.031,0.508,84.54
경기도,안양,2019,24.5,47.833,0.004,0.024,0.029,0.533,84.86
경기도,안양,2020,21.917,40.583,0.003,0.026,0.025,0.533,85.05
경기도,양주,2017,29.2,52.917,0.004,0.031,0.017,0.475,82.29
경기도,양주,2018,26.5,46.417,0.004,0.032,0.013,0.392,82.67
경기도,양주,2019,26.083,44.417,0.003,0.031,0.017,0.417,83.02
경기도,양주,2020,20.0,35.25,0.003,0.029,0.015,0.408,83.23
경기도,양평,2015,23.5,47.0,0.003,0.027,0.016,0.483,82.08
경기도,양평,2016,23.75,46.583,0.003,0.028,0.016,0.517,82.48
경기도,양평,2017,26.333,45.667,0.003,0.027,0.016,0.458,82.66
경기도,양평,2018,23.083,39.5,0.003,0.026,0.015,0.442,82.85
경기도,양평,2019,23.167,41.5,0.002,0.027,0.014,0.475,83.01
경기도,양평,2020,20.333,36.333,0.002,0.027,0.014,0.467,83.28
경기도,여주,2016,35.5,53.583,0.005,0.027,0.021,0.517,81.61
경기도,여주,2017,28.417,56.833,0.004,0.026,0.021,0.483,81.69
경기도,여주,2018,24.667,43.917,0.004,0.025,0.019,0.508,81.33
경기도,여주,2019,31.273,45.417,0.004,0.026,0.019,0.517,82.37
경기도,여주,2020,24.75,39.0,0.004,0.029,0.014,0.467,82.67
경기도,연천,2016,32.0,46.75,0.004,0.028,0.01,0.4,80.43
경기도,연천,2017,25.75,45.5,0.004,0.028,0.01,0.45,80.92
경기도,연천,2018,17.833,30.5,0.003,0.028,0.009,0.433,81.46
경기도,연천,2019,18.833,35.917,0.003,0.031,0.009,0.45,81.74
경기도,연천,2020,15.5,30.083,0.003,0.027,0.009,0.442,81.94
경기도,오산,2017,28.8,49.0,0.004,0.026,0.029,0.483,82.75
경기도,오산,2018,27.75,46.583,0.004,0.024,0.028,0.458,82.94
경기도,오산,2019,26.5,45.25,0.004,0.026,0.028,0.475,83.25
경기도,오산,2020,19.417,34.833,0.003,0.026,0.024,0.408,83.51
경기도,용인,2016,25.8,49.333,0.005,0.021,0.03,0.558,84.52
경기도,용인,2017,28.333,50.75,0.005,0.023,0.029,0.583,84.89
경기도,용인,2018,24.833,42.667,0.004,0.021,0.029,0.525,85.17
경기도,용인,2019,26.25,44.167,0.003,0.024,0.026,0.542,85.51
경기도,용인,2020,22.083,38.583,0.002,0.026,0.02,0.475,85.82
경기도,의왕,2015,27.0,50.667,0.005,0.021,0.036,0.667,83.98
경기도,의왕,2016,26.25,49.667,0.004,0.022,0.035,0.683,84.26
경기도,의왕,2017,25.583,49.417,0.004,0.025,0.033,0.625,84.56
경기도,의왕,2018,25.083,43.5,0.003,0.021,0.03,0.583,84.93
경기도,의왕,2019,26.75,44.0,0.003,0.024,0.029,0.608,85.05
경기도,의왕,2020,22.083,36.5,0.003,0.026,0.024,0.458,85.41
경기도,의정부,2015,46.0,55.083,0.004,0.026,0.027,0.517,82.34
경기도,의정부,2016,34.333,49.25,0.004,0.025,0.024,0.508,82.73
경기도,의정부,2017,25.917,54.083,0.004,0.027,0.024,0.458,82.99
경기도,의정부,2018,23.417,45.833,0.003,0.029,0.018,0.458,83.18
경기도,의정부,2019,23.5,43.0,0.004,0.028,0.025,0.567,83.48
경기도,의정부,2020,20.0,36.417,0.004,0.026,0.021,0.533,83.73
경기도,이천,2017,27.3,54.167,0.005,0.028,0.022,0.433,82.81
경기도,이천,2018,27.417,46.167,0.004,0.025,0.021,0.425,83.03
경기도,이천,2019,28.0,45.917,0.004,0.028,0.018,0.508,83.42
경기도,이천,2020,23.917,38.833,0.004,0.03,0.016,0.458,83.78
경기도,파주,2016,30.545,57.75,0.004,0.027,0.023,0.6,82.42
경기도,파주,2017,29.167,52.25,0.004,0.029,0.022,0.575,82.9
경기도,파주,2018,25.583,44.417,0.003,0.025,0.02,0.55,83.19
경기도,파주,2019,28.083,48.5,0.003,0.028,0.021,0.55,83.53
경기도,파주,2020,22.583,38.917,0.002,0.028,0.016,0.483,83.77
경기도,평택,2017,32.5,61.917,0.006,0.029,0.024,0.492,82.7
경기도,평택,2018,30.083,54.583,0.005,0.026,0.023,0.458,82.97
경기도,평택,2019,29.25,53.333,0.005,0.029,0.021,0.4,83.23
경기도,평택,2020,22.25,41.75,0.004,0.029,0.019,0.417,83.56
경기도,포천,2016,25.333,55.083,0.004,0.028,0.018,0.5,80.91
경기도,포천,2017,29.083,48.167,0.004,0.032,0.018,0.475,81.17
경기도,포천,2018,25.083,40.583,0.004,0.031,0.013,0.433,81.58
경기도,포천,2019,24.583,46.333,0.004,0.031,0.015,0.467,81.96
경기도,포천,2020,19.667,40.25,0.003,0.029,0.013,0.442,82.05
경기도,하남,2015,23.0,48.75,0.004,0.021,0.033,0.517,82.44
경기도,하남,2016,21.667,52.25,0.004,0.02,0.035,0.517,83.01
경기도,하남,2017,25.75,51.167,0.004,0.025,0.036,0.483,83.6
경기도,하남,2018,21.75,48.417,0.004,0.021,0.032,0.458,84.19
경기도,하남,2019,20.5,44.5,0.004,0.024,0.03,0.492,84.68
경기도,하남,2020,16.083,34.083,0.002,0.023,0.025,0.442,85.1
경기도,화성,2017,24.1,56.333,0.004,0.026,0.021,0.408,83.6
경기도,화성,2018,26.583,46.417,0.004,0.026,0.02,0.433,83.96
경기도,화성,2019,28.583,47.667,0.005,0.03,0.018,0.467,84.27
경기도,화성,2020,22.5,39.167,0.004,0.031,0.017,0.45,84.57
경상남도,거제,2015,25.083,43.167,0.006,0.036,0.017,0.45,81.23
경상남도,거제,2016,24.167,43.0,0.005,0.034,0.015,0.467,81.81
경상남도,거제,2017,22.5,40.667,0.005,0.037,0.014,0.483,82.02
경상남도,거제,2018,20.182,38.182,0.003,0.037,0.016,0.482,82.49
경상남도,거제,2019,18.583,35.083,0.002,0.037,0.016,0.492,82.78
경상남도,거제,2020,16.333,30.583,0.003,0.034,0.013,0.433,83.22
경상남도,거창,2019,19.0,40.182,0.002,0.033,0.014,0.445,83.24
경상남도,거창,2020,18.917,29.917,0.002,0.033,0.012,0.392,83.22
경상남도,고성,2019,15.333,38.75,0.003,0.036,0.013,0.417,81.44
경상남도,고성,2020,12.917,26.083,0.003,0.037,0.011,0.4,81.94
경상남도,김해,2015,19.0,41.833,0.004,0.028,0.019,0.425,81.04
경상남도,김해,2016,22.417,38.167,0.004,0.027,0.021,0.417,81.48
경상남도,김해,2017,19.75,36.167,0.004,0.032,0.019,0.392,82.01
경상남도,김해,2018,20.083,39.0,0.004,0.029,0.021,0.4,82.34
경상남도,김해,2019,20.583,39.167,0.004,0.03,0.018,0.358,82.6
경상남도,김해,2020,16.833,30.083,0.003,0.033,0.016,0.375,83.02
경상남도,남해,2019,18.833,36.417,0.004,0.039,0.01,0.433,82.22
경상남도,남해,2020,14.833,27.2,0.003,0.036,0.009,0.458,82.56
경상남도,밀양,2018,20.25,38.917,0.003,0.032,0.016,0.25,81.35
경상남도,밀양,2019,17.667,37.583,0.003,0.034,0.016,0.275,81.53
경상남도,밀양,2020,18.083,33.5,0.003,0.032,0.014,0.283,81.92
경상남도,사천,2015,20.25,38.167,0.006,0.03,0.015,0.508,80.82
경상남도,사천,2016,19.833,39.083,0.004,0.028,0.014,0.367,81.77
경상남도,사천,2017,17.75,36.333,0.005,0.032,0.018,0.45,82.18
경상남도,사천,2018,16.25,34.5,0.005,0.033,0.014,0.458,82.48
경상남도,사천,2019,16.833,32.667,0.004,0.034,0.014,0.417,82.67
경상남도,사천,2020,14.25,28.25,0.004,0.034,0.012,0.4,82.86
경상남도,산청,2019,17.0,26.0,0.002,0.022,0.014,0.45,82.63
경상남도,산청,2020,15.167,23.917,0.003,0.035,0.008,0.35,83.08
경상남도,양산,2015,27.333,47.917,0.005,0.026,0.019,0.417,81.34
경상남도,양산,2016,26.333,46.167,0.005,0.025,0.023,0.4,81.86
경상남도,양산,2017,25.417,45.25,0.005,0.03,0.023,0.45,82.29
경상남도,양산,2018,22.0,44.75,0.005,0.03,0.021,0.508,82.61
경상남도,양산,2019,20.417,40.833,0.004,0.031,0.02,0.467,82.93
경상남도,양산,2020,18.083,33.5,0.004,0.032,0.018,0.442,83.2
경상남도,의령,2019,18.5,27.5,0.003,0.021,0.013,0.45,81.96
경상남도,의령,2020,15.083,24.333,0.003,0.035,0.009,0.35,82.43
경상남도,진주,2015,27.25,50.583,0.004,0.029,0.019,0.533,82.15
경상남도,진주,2016,25.917,47.917,0.004,0.03,0.018,0.517,82.36
경상남도,진주,2017,21.917,43.917,0.005,0.033,0.016,0.525,82.65
경상남도,진주,2018,18.333,40.917,0.004,0.031,0.014,0.483,83.0
경상남도,진주,2019,17.333,38.667,0.003,0.032,0.014,0.5,83.28
경상남도,진주,2020,15.0,30.583,0.004,0.032,0.013,0.442,83.5
경상남도,창녕,2019,21.0,33.5,0.004,0.019,0.019,0.45,81.49
경상남도,창녕,2020,18.667,29.167,0.003,0.033,0.013,0.367,81.71
경상남도,창원,2015,26.167,45.667,0.004,0.029,0.021,0.467,80.26
경상남도,창원,2016,25.583,46.167,0.004,0.029,0.021,0.475,81.97
경상남도,창원,2017,24.5,45.083,0.005,0.034,0.021,0.467,82.25
경상남도,창원,2018,21.0,44.333,0.004,0.031,0.02,0.45,82.53
경상남도,창원,2019,19.167,40.167,0.004,0.032,0.02,0.458,82.85
경상남도,창원,2020,16.083,28.583,0.003,0.032,0.017,0.417,83.14
경상남도,통영,2018,20.5,41.417,0.003,0.034,0.016,0.317,81.24
경상남도,통영,2019,18.083,40.0,0.003,0.039,0.017,0.342,81.5
경상남도,통영,2020,12.667,27.417,0.003,0.036,0.015,0.3,81.81
경상남도,하동,2015,29.583,48.083,0.004,0.033,0.009,0.383,80.85
경상남도,하동,2016,23.583,44.833,0.004,0.032,0.01,0.375,81.41
경상남도,하동,2017,23.5,45.333,0.004,0.032,0.01,0.417,81.38
경상남도,하동,2018,15.917,32.75,0.004,0.032,0.01,0.358,81.83
경상남도,하동,2019,16.0,36.667,0.003,0.039,0.008,0.378,82.27
경상남도,하동,2020,13.5,27.917,0.003,0.037,0.009,0.383,82.64
경상남도,함안,2019,17.909,39.0,0.002,0.033,0.013,0.518,82.41
경상남도,함안,2020,17.333,28.833,0.003,0.031,0.011,0.417,82.62
경상남도,함양,2019,17.0,35.75,0.002,0.036,0.01,0.4,82.63
경상남도,함양,2020,16.417,27.75,0.002,0.035,0.009,0.4,83.24
경상남도,합천,2019,16.0,26.5,0.003,0.02,0.012,0.4,81.67
경상남도,합천,2020,14.417,25.0,0.003,0.032,0.009,0.342,81.97
경상북도,경산,2017,24.625,43.333,0.004,0.027,0.014,0.508,82.33
경상북도,경산,2018,25.25,42.583,0.004,0.027,0.011,0.508,82.75
경상북도,경산,2019,24.0,42.667,0.004,0.029,0.01,0.45,83.01
경상북도,경산,2020,21.5,35.083,0.004,0.03,0.008,0.417,83.18
경상북도,경주,2018,20.833,38.667,0.004,0.028,0.018,0.383,82.64
경상북도,경주,2019,20.083,36.417,0.004,0.029,0.015,0.342,82.93
경상북도,경주,2020,17.333,28.417,0.004,0.032,0.011,0.308,83.3
경상북도,고령,2019,15.667,28.667,0.003,0.025,0.01,0.4,82.54
경상북도,고령,2020,17.25,29.667,0.004,0.032,0.008,0.383,83.06
경상북도,구미,2016,21.125,40.5,0.004,0.031,0.021,0.592,82.29
경상북도,구미,2017,23.0,41.583,0.004,0.031,0.017,0.567,82.64
경상북도,구미,2018,25.417,48.833,0.003,0.03,0.017,0.492,83.01
경상북도,구미,2019,20.0,48.333,0.003,0.032,0.016,0.425,83.4
경상북도,구미,2020,18.75,35.833,0.003,0.032,0.015,0.425,83.59
경상북도,군위,2020,15.583,26.0,0.003,0.033,0.007,0.417,82.15
경상북도,김천,2015,28.429,49.364,0.004,0.031,0.015,0.45,81.7
경상북도,김천,2016,30.0,43.583,0.003,0.03,0.012,0.55,81.97
경상북도,김천,2017,24.75,40.833,0.003,0.028,0.012,0.508,82.51
경상북도,김천,2018,24.75,53.083,0.003,0.033,0.01,0.492,82.36
경상북도,김천,2019,23.417,43.833,0.002,0.035,0.012,0.4,82.64
경상북도,김천,2020,19.333,33.167,0.003,0.033,0.012,0.45,82.74
경상북도,문경,2020,16.818,28.636,0.004,0.032,0.014,0.309,82.75
경상북도,봉화,2019,12.625,19.75,0.008,0.031,0.006,0.312,82.95
경상북도,봉화,2020,13.167,21.417,0.008,0.032,0.007,0.383,82.84
경상북도,상주,2018,21.167,35.5,0.003,0.032,0.012,0.45,82.08
경상북도,상주,2019,23.909,40.0,0.003,0.034,0.012,0.408,82.64
경상북도,상주,2020,21.083,33.667,0.004,0.036,0.011,0.375,83.05
경상북도,성주,2020,18.5,27.9,0.002,0.029,0.015,0.48,82.23
경상북도,안동,2017,22.429,38.833,0.005,0.028,0.015,0.558,82.2
경상북도,안동,2018,25.727,38.0,0.004,0.029,0.013,0.582,82.53
경상북도,안동,2019,20.091,34.091,0.002,0.034,0.01,0.336,82.85
경상북도,안동,2020,17.5,30.75,0.003,0.032,0.012,0.425,83.24
경상북도,영덕,2019,18.0,28.0,0.002,0.031,0.008,0.4,82.29
경상북도,영덕,2020,13.75,23.917,0.002,0.037,0.005,0.3,82.23
경상북도,영양,2020,12.5,23.1,0.003,0.036,0.006,0.29,81.56
경상북도,영주,2017,27.091,44.5,0.006,0.029,0.014,0.708,82.55
경상북도,영주,2018,27.5,49.0,0.006,0.029,0.013,0.558,82.86
경상북도,영주,2019,25.25,57.917,0.004,0.03,0.016,0.483,83.04
경상북도,영주,2020,21.2,34.6,0.003,0.028,0.011,0.517,83.38
경상북도,영천,2019,21.667,39.167,0.004,0.033,0.015,0.467,81.93
경상북도,영천,2020,17.75,33.583,0.004,0.033,0.012,0.458,82.02
경상북도,예천,2020,15.1,29.2,0.003,0.039,0.008,0.28,84.49
경상북도,울릉도,2019,12.6,24.833,0.002,0.039,0.006,0.233,85.45
경상북도,울진,2019,14.818,28.273,0.003,0.039,0.008,0.373,82.83
경상북도,울진,2020,11.417,24.917,0.003,0.037,0.007,0.392,83.0
경상북도,의성,2020,14.25,24.5,0.004,0.03,0.01,0.467,81.87
경상북도,청도,2020,17.273,28.545,0.003,0.033,0.009,0.336,81.79
경상북도,청송,2020,13.2,25.7,0.003,0.035,0.006,0.31,83.35
경상북도,칠곡,2018,21.5,37.0,0.004,0.028,0.018,0.392,82.07
경상북도,칠곡,2019,21.917,36.833,0.003,0.03,0.017,0.375,82.44
경상북도,칠곡,2020,20.333,33.5,0.003,0.03,0.013,0.342,82.8
경상북도,포항,2016,20.429,38.917,0.005,0.032,0.015,0.533,81.81
경상북도,포항,2017,21.417,38.0,0.005,0.032,0.014,0.525,82.22
경상북도,포항,2018,23.917,41.583,0.004,0.034,0.014,0.458,82.58
경상북도,포항,2019,19.667,39.167,0.004,0.035,0.015,0.442,82.94
경상북도,포항,2020,16.5,35.5,0.004,0.034,0.014,0.458,83.22
광주광역시,광주광역시,2015,26.0,41.583,0.003,0.028,0.019,0.475,82.2
광주광역시,광주광역시,2016,23.417,40.083,0.003,0.03,0.018,0.475,82.53
광주광역시,광주광역시,2017,24.167,40.417,0.002,0.03,0.019,0.45,82.83
광주광역시,광주광역시,2018,24.0,40.917,0.003,0.028,0.017,0.508,83.16
광주광역시,광주광역시,2019,23.5,42.0,0.003,0.03,0.018,0.458,83.53
광주광역시,광주광역시,2020,18.0,29.75,0.003,0.029,0.014,0.408,83.8
대구광역시,대구광역시,2015,25.417,45.583,0.003,0.026,0.021,0.417,82.08
대구광역시,대구광역시,2016,24.5,43.083,0.004,0.026,0.02,0.408,82.42
대구광역시,대구광역시,2017,22.75,41.917,0.003,0.029,0.02,0.442,82.8
대구광역시,대구광역시,2018,22.25,39.917,0.003,0.026,0.02,0.417,83.06
대구광역시,대구광역시,2019,22.5,39.0,0.003,0.029,0.019,0.458,83.38
대구광역시,대구광역시,2020,20.0,34.0,0.002,0.028,0.017,0.442,83.64
대전광역시,대전광역시,2015,28.333,45.25,0.004,0.025,0.019,0.475,82.65
대전광역시,대전광역시,2016,22.5,43.833,0.003,0.028,0.019,0.483,82.98
대전광역시,대전광역시,2017,21.083,45.333,0.003,0.029,0.018,0.442,83.33
대전광역시,대전광역시,2018,21.667,43.667,0.002,0.027,0.019,0.433,83.6
대전광역시,대전광역시,2019,22.25,41.167,0.003,0.025,0.019,0.417,83.84
대전광역시,대전광역시,2020,17.417,32.583,0.002,0.027,0.017,0.4,84.09
부산광역시,부산광역시,2015,25.583,45.083,0.007,0.029,0.02,0.375,81.48
부산광역시,부산광역시,2016,26.833,43.833,0.006,0.029,0.021,0.4,81.85
부산광역시,부산광역시,2017,25.583,43.75,0.005,0.03,0.02,0.358,82.21
부산광역시,부산광역시,2018,23.167,41.583,0.005,0.029,0.019,0.35,82.54
부산광역시,부산광역시,2019,21.333,36.917,0.005,0.031,0.019,0.383,82.87
부산광역시,부산광역시,2020,16.917,30.083,0.004,0.031,0.016,0.383,83.17
서울특별시,서울특별시,2015,23.167,45.5,0.006,0.022,0.032,0.525,83.9
서울특별시,서울특별시,2016,26.083,47.833,0.005,0.024,0.031,0.525,84.21
